ID,Description,Entry_ID,Comment,Grammar_Comment,Media_IDs,Semantic_Domain,Synonym,alt_translation2
SN000316,listen and recognise,baitono_inana,,,,cognition,,
SN000317,secretly overhear that something is the case,LX000004,,,,perception,,
SN000318,"hear something (a voice, a story), hear about something",baitono_ni,,,,perception,,
SN000319,"listen to what is said, obey, be obedient",baitono_sue,,,,social interaction,,
SN000320,listen to someone/something) without recognising the speaker's voice,baitono_vamanemanee,,,,cognition,,
SN000321,listen with pleasure,baitono_vamataa,,,aa9fa63aaf018a4d03ad8fd3b0306412,perception,,
SN000322,hear something and feel sad (lit. hear sadly),baitono_vatamaka_ni,,,,perception,,
SN000323,shark (generic term),bakubaku,,,9973db2559d052eb022a44e84981690d,"animals, fishes",,Selachimorpha
SN000324,tuna shark,bakubaku_aasun,,,,"animals, fishes",,Selachimorpha
SN000325,airplane,balus,,,,boats & other means of transport,torovaagina,
SN000326,again,bana_1,"The adverb <bana> precedes the adverb <roho> 'before', which is not translated in [Eno 01E(Eno) 032], <roho> means 'before doing something else'.",,,unclassified,,
SN000327,mat,bana_2,,,,house,,
SN000328,spread something on something,bana_3,"The primary object refers to the place where something is spread, the secondary object to the thing that is spread.",,,transfer,,
SN000329,spread leaves or a sarong for someone,bana_ki,,,,transfer,,
SN000330,spread something (out); lay something out flat,bana_ni,,,,transfer,,
SN000331,"kind of antplant, kind of tree with soft wood and with big, four-cornered leaves",banabana,,,eac38f0b914fdd6839ba75687352c301 ; 3e5ca7b3801e9d279a1faa12c76a09d0 ; a43057b891413b7fbdc7236b35497fe1,plants,,macaranga species
SN000332,(of leaves) be mature and thick,banata,,,,plants,,
SN000333,breadfruit tree,baneo_1,,,f8ed7f85e03ac9875edbaad613b2ab80 ; dbc4ad018792d406a013ea2e486e382b,plants,,artocarpus indicus
SN000334,breadfruit,baneo_2,,,e5a2d9de549b1b65e97e8cd11562ae09 ; 59e490f709f67555a4037bd3d7f0fade ; 3f432c1c8ef60c8086b7443ac2d98a59,plants ; food & drink,,
SN000335,young breadfruit tree,baneo_visoasi,,,1414dba58280b2bb3b136ac5f730b650 ; 3a4387c4681e18cdba459ed51fcbb1df ; 25b579f3232577e76a5631dc78b0d257,plants,,artocarpus indicus
SN000336,fence; paddock,banis,,,,agriculture,,
SN000337,stone found on the coral cliff,bano,,,,environment,,
SN000338,relatives,banoasi,In [Daa 01R 061] the plural marker <maa2> unexpectedly precedes <banoasi>.,,,kinship,,
SN000339,spinning top (made from a small coconut shell),bao_1,,,3ddbd3717e6a7952a75b9e65e2c03ae0,unclassified,,
SN000340,spin the spinning top,bao_2,,,3ddbd3717e6a7952a75b9e65e2c03ae0,unclassified,,
SN000341,grass; hay,bao_3,,,5efd364908b0664b268694f58d10eadf,plants,,poales species
SN000342,wild edible yam that grows in the regrowth,baono,,,0780b7864977ee8c410aa101721583cf ; c27c59fb8a970c3504cea40010ac190a,plants,,dioscorea species
SN000343,be bent,baoru_1,,,,physical properties,,
SN000344,kind of bamboo; bamboo frame of a fishing net,baoru_2,,,,tools & weapons,,
SN000345,grow plenty of leaves,baoru_3,,,,growth,,
SN000346,"and, conjoining words and phrases",bara_1,the distinction between <ae> and <bara> is not quite clear.,,,grammar,,
SN000347,alright,bara_2,,,,unclassified,,
SN000348,(of wood) soft,barabarana,,,517925ce15d9a813a74cd1b89c1a985b,plants ; physical properties,,
SN000349,soft wood,barana,,,517925ce15d9a813a74cd1b89c1a985b,plants,,
SN000350,floor,baranda,,,,house,,
SN000351,umbrella,bararaa,,,,tools & weapons,,
SN000352,wide,bararaka_1,,,,dimensional properties,,
SN000353,"(of sound) be raspy, be croaky",bararaka_2,,,,perception,,
SN000354,"poison bulb, giant crinum lily, spider lily, plant similar to a pineapple plant but without needles and grows mostly along the coast. It has bell-shaped flowers with white and dark red stripes. Its sap is bitter.",bareru,,,978be82ca6b6059f45c52e9d379fcbcb ; 5e623f130e554b733b5aa551082353bb ; 7f0026cb67a38527d2ef8dfb656b308a,plants,,crinum asiaticum
SN000355,him; her; it; them,bari_1,"4th person plural object pronoun referring to a plurality of entities or to a single entity, if the subject of the clause refers to a plurality of entities",,,grammar,,
SN000356,these (adnominal anaphoric demonstrative),bari_2,,,,grammar,,
SN000357,drummer,barii_1,,,b30e3ddf607fe5529fcefb4cabd46bfe ; b32178d3b82012b2310115410c4a1252,"animals, fishes",,Kyphosidae
SN000358,"Black-Tree, its leaves are used in covering catches of fish, its wood makes good fuel",barii_2,,,f0e23720a1001847f4b78e386259f255,plants,,
SN000359,Goldsaddle Goatfish,basiaun,,,3f5148bfe16c4b38488132507eeef7af,"animals, fishes",,Parupeneus cyclostomus ; Mullidae
SN000360,nipa palm; small species of sago palm,basu,,,8ce7264cd3f203d8ce3499963947f366 ; ba4e8c4c60824047aa5c254737007fbf ; 9cdc6b9d058035c9a37c022ec94420e4,plants,,nipa fructicans
SN000361,along; for a while,bata_1,With more than 2500 tokens <bata> is the most frequently used adverb. It indicates that an event or situation lasts for some time.,,,unclassified,,
SN000362,"also, as well",bata_2,,,,grammar,,
SN000363,along ... it,batai,,,,grammar,,
SN000364,along; for a while,batana,the adverb is the host of the enclitic 3rd person singular imperfective aspect marker,,9a2ec03c4f030be45638907f804e3ed3,grammar,,
SN000365,along; for a while,batanai,,,,grammar ; time,,
SN000366,along; for a while,batara,,,,grammar,,
SN000367,along; for a while,batari_1,The adverb <bata> is followed by the 3rd person plural object marker within the verb complex,,,grammar,,
SN000368,along; for a while,batari_2,The adverb is the host of the enclitic 3rd person plural imperfective aspect marker,,,unclassified,,
SN000369,"continuously, for a while, along",batau,,,,grammar,,
SN000370,Goldbanded Goatfish,batava,,,1f9cf2df884af2fd4df4016c2b844768 ; d6caa1438de712248f2a71cdf1b32933,"animals, fishes",,Upeneus Moluccensis
SN000371,perhaps; maybe,bau,,,,unclassified,,
SN000372,if; when; while,be_1,This conjunction frequently forms a single word with a following article or pronoun.,,,grammar,,
SN000373,complementiser,be_2,The complementiser <be> introduces a complement clause with a subject that is different from the subject of the matrix clause. It frequently forms a single orthographical word with a following article or pronoun. [Val 03E(Eno) 120] is an example of subject to object raising.,,,grammar,,
SN000374,if (the); when (the),be_3,the conjunction <be> is fused with the basic singular article of the 1st class <e>.,,,grammar,,
SN000375,before (something happens),LX000005,,,,time ; grammar,,
SN000376,wherever,LX000006,,,,grammar ; spatial relations,,
SN000377,if the ...; when the ...,bea_1,,,,grammar,,
SN000378,if the ...; when the ...,bea_2,,,,grammar,,
SN000379,if the ...; that the ...,bea_3,,,,grammar,,
SN000380,that the ...,bea_4,,,,grammar,,
SN000381,excrete (somewhere); defecate (somewhere); shit (somewhere),beaka,,,,body & health,,
SN000382,excrete something,beaka_ni,,,,body & health,,
SN000383,if you (pl.) ...; when you (pl.) ...,beam_1,,,,grammar,,
SN000384,that you (pl.) ...,beam_2,,,,grammar,,
SN000385,if you (sg.) ...; when you (sg.) ...,bean_1,,,,grammar,,
SN000386,that you (sg.) ...,bean_2,,,,grammar,,
SN000387,"bait (small fish, hermit crabs, bits and pieces of octopus, a type of sea-sausage called ""sea-sausage mahaa""",beana_1,,,e5b11c7bd334982335641cb162419f98 ; 837991802e45fc162a7f276d7d54c129,tools & weapons,,
SN000388,put a bait on a hook,beana_2,,,726abdd1267bcb005060808509334361,fishing,,
SN000389,be in danger (lit. having a bad bait),beana_hata,,,,unclassified,,
SN000390,angle with a bait for a fish,beana_ki,The use of <ki> 'for' with a non-human complement is unusual and perhaps an interference from English or Tok Pisin.,,,fishing,,
SN000391,use something as a bait,beana_ni,,,,unclassified ; fishing,,
SN000392,put a bait (on a string),beana_ni,,,,fishing,,
SN000393,if we (including you) ...; when we (including you) ...,beara_1,,,,grammar,,
SN000394,that we (including you) ...,beara_2,,,,grammar,,
SN000395,long,bebeahu_1,,,a0cfdbf49ba624b82a81c2e5d6b2e6d6 ; cd1df4c2f7342f3ed98efe9ae533ac16,dimensional properties,,
SN000396,length,bebeahu_2,<bebeahu> 'length' is attested with alienable and inalienable possessor constructions.,,,dimensional properties,,
SN000397,be longer than something else,bebeahu_oha,,,79e67cd15d3a1162dcbad1518a8a9ae1,dimensional properties ; comparison,,
SN000398,reach the length of something; be as long as something else,bebeahu_vaantee,,,,dimensional properties ; comparison,,
SN000399,defecate (somewhere); go to the toilet (somewhere),bebeaka,,,,body & health,,
SN000400,excrete somewhere (anus),bebeaka_kaakoo,,,,body & health,,
SN000401,excrete something,bebeaka_ni,,,,body & health,,
SN000402,use something for baits,bebeana_ni,,,,unclassified ; fishing,,
SN000403,very big,bebebeera,The double reduplication denotes intensity and plurality.,,,dimensional properties,,
SN000404,big (pl.),bebeera_1,"Used when the property is assigned to many persons, animals or things.",,,dimensional properties,,
SN000405,very big; bigger,bebeera_2,,,,dimensional properties,,
SN000406,chiefly (pl.),bebeera_3,"Used when the property is assigned to many persons, animals or things.",,,persons,,
SN000407,be someone's leader,bebeera_ki,,,,culture,,
SN000408,kind of Frog Shellfish,bebekoava,,,845bb2302ef8ea43f584c4692a8b7b0a ; a5f92687ee18ae5c88f56c82ee51032e,"animals, shellfish",,
SN000409,easily; quickly,bebeo,,,67e6d76ef2c8d97cc49dc3b691cce5c1,unclassified,,
SN000410,long (pl.),beebebeahu,"Used when the property is assigned to many persons, animals or things.",,93bbcbe8fcfdc20e3b49a17a345dcc29,dimensional properties,,
SN000411,butterfly,beebee_1,,,a3895acce0c67ea52a8c172de690117e ; 8c94bd01264f9a762716a54422cf6410,"animals, insects",,
SN000412,"butterfly tree, beach tree where butterflies perch",beebee_2,,,21cf24737943f41631e316087b509cf5 ; 7f933c50409f67004a5db7af7ce50d7e,plants,,buddleja species
SN000413,wail over a dead person,beeben,,,,culture ; emotions,,
SN000414,big; large; strong; high (of tide),beera_1,,,,dimensional properties,,
SN000415,important,beera_1,,,,,,
SN000416,chief,beera_2,,,,persons,,
SN000417,chiefly,beera_3,,,,culture ; persons,,
SN000418,adult,beera_4,,,,persons,,
SN000419,size,beera_5,,,79e67cd15d3a1162dcbad1518a8a9ae1,dimensional properties,,
SN000420,growth,beera_6,,,,growth,,
SN000421,(of plants) grow until something happens,beera_antee,,,,growth,,
SN000422,be/become leader or chief of someone,beera_ki,,,,persons,,
SN000423,grow bigger,beera_maa,,,,growth,,
SN000424,bigger than (lit. the big (one) of),LX000007,,,,comparison,,
SN000425,be bigger than something else,beera_oha_1,,,b32178d3b82012b2310115410c4a1252 ; 1fbf53a218663b3abf05cf3101f2ddc1,dimensional properties ; comparison,,
SN000426,be/become too big for something,beera_oha_2,,,,dimensional properties,,
SN000427,be/become as big as something else,beera_potee,,,,dimensional properties ; comparison,,
SN000428,be/become big enough,beera_vaantee,,,,dimensional properties,,
SN000429,be/become as big as,beera_vaantee_vo,,,ba24ba479b66fbb3445aca2f99a03cae,comparison ; dimensional properties,,
SN000430,be/become as big as this,beera_vaapeha_voen,,,,plants ; comparison,,
SN000431,become too big,beera_vaoha,,,a3de0731b4b09b155cf8bfec6e74a78d,dimensional properties ; growth,,
SN000432,his or her chief,beeranae,,,,persons,,
SN000433,be or get hungry,behu_1,,,,body & health,,
SN000434,hunger,behu_2,,,,body & health,,
SN000435,child (young person),beiko,,,,persons,,
SN000436,son or daughter of any age,beiko,,,,kinship,,
SN000437,girl; daughter,beiko_moon,,,,persons ; kinship,,
SN000438,boy; son,beiko_otei,,,,kinship ; persons,,
SN000439,first-born child,beiko_vaamua,,,,kinship,,
SN000440,"hear, listen",beitono,,,,perception,,
SN000441,bark at somebody or something,beku,,,,"animals, mammals",,
SN000442,barking all the time,bekubeku,,,,"animals, mammals",,
SN000443,if I ...; when I ...; while I ...,benaa_1,,,,time,,
SN000444,that I ...,benaa_2,,,,grammar,,
SN000445,when we (but not you) ...; if we (but not you) ...,benam_1,,,,grammar,,
SN000446,that we (but not you),benam_2,,,,grammar,,
SN000447,specific singular article,bene_1,<bene> introduces NPs headed by a noun of the 1st class functions as a non-topical object in clauses with a 3rd person subject.,,,grammar,,
SN000448,this,bene_2,<bene> DEM4 is found with clause-initial focused arguments and with predicates,,,grammar,,
SN000449,"quotative, i.e. a verb introducing direct or indirect communication",bene_3,,,,communication,,
SN000450,yourselves,bene_am,the basic 2nd person plural pronoun is marked by the object article of the 1st class,,,grammar,,
SN000451,you,bene_an,The 2nd person singular pronoun functions as the secondary object and is marked by the object article of the 1st class,,,grammar,,
SN000452,I (myself),bene_enaa,1st person singular heavy pronoun marked by the object article of the 1st class. The example Mah 13E(Eno) 292 shows the subject to secondary object raising of the 1st person singular heavy pronoun <enaa>. The pronoun is marked by the object article <bene> because the primary object <ori> 'them' is a 3rd person.,,,grammar,,
SN000453,themselves,bene_eori,The heavy 3rd person plural pronoun is marked by the object article of the 1st class. It functions as a complement of the preposition <suku> in [Vos 02R(Vos) 162-163].,,,grammar,,
SN000454,himself; herself,bene_eove,The heavy 3rd person singular pronoun functions as a reflexive object and is marked by the object article of the 1st class.,,,grammar,,
SN000455,article construction for plural nouns of the 1st class,bene_ere,"The object article of the first class <bene>, which by itself indicates the singular, is followed by the associative article <ere>. <bene ere> is often spoken and written as a single word, i.e. <benere,>, but sometimes spoken and written as two words as illustrated by the following examples. There are 11 tokens in the corpus.",,,grammar,,
SN000456,himself; herself,bene_eve,3rd person singular pronoun marked by the object article of the 1st class,,,grammar,,
SN000457,us,bene_nam,1st person plural exclusive basic pronoun marked by the object article of the 1st class,,,grammar,,
SN000458,themselves,bene_ori,The 3rd person plural pronoun is marked by the object article of the 1st class,,,grammar,,
SN000459,object article of the first class fused with the plural article of the first class,benere,"There are 5 examples of this form in the corpus. There is only one example (Val 03E(Eno) 021) in which the verb complex is marked by the 3rd person plural object marker, i.e. <=ri> hosted by <koa2> 'just, indeed'.",,,grammar,,
SN000460,petrol,benesin,<benesin> is a German loanword; the German word is Benzin.,,,substances,,
SN000461,full of flesh; fleshy,benobenoana,,,3aaf8bab75a9101457326662fbcbb0da ; 63feedd9acfc4c9f40899d58ad2bac0a,body & health,,
SN000462,meat; flesh,benoo,,,d87379bb91405821253a3b8bf535c7b5 ; d096891013b1896d06360679f1baca1a,body & health,,
SN000463,having a lot of meat,benoo_beera,,,18592a5bd973febd7a50994a12ee23ed,body & health,,
SN000464,if the ...; when the ...,beo_1,,,,grammar,,
SN000465,if the ...; when the ...,beo_2,,,,grammar,,
SN000466,that the ...,beo_3,,,,grammar,,
SN000467,that the ...,beo_4,,,,grammar,,
SN000468,if they ...; when they ...,beori_1,,,,grammar,,
SN000469,that they ...,beori_2,,,,grammar,,
SN000470,if he/she/it ...; when he/she/it...,beove,,,,grammar,,
SN000471,when someone with his/her companions,bere_1,The conjunction <be> 'when' is fused with the associative plural article <ere>.,,,grammar,,
SN000472,"(someone) and his/her friends, his/her companions",bere_2,the conjunction <bo> 'and' is fused with the associative plural article <ere>,,,grammar,,
SN000473,bread,berete,,,,food & drink,,
SN000474,many,bero_1,"The quantifier precedes the headnoun of a NP, the adjective follows it.",,,quantification,,
SN000475,many; plenty,bero_2,The adjective <bero> typically functions as the head of an adjectival phrase (AP) and also may function as the head of a verb complex..,,,quantification,,
