ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Corpus_Reference,Sense_IDs
XV000143,tio,Meori paa hivi amanaa bono vaaporo te Posus.,,,And they had asked me about Posusu's gun.,,,Mah 13E(Eno) 331,SN000073
XV000144,tio,"Nomaa, are nao. Murina amanaa.",,,"Come, let´s go. Follow me.",,,Vos 02R(Vos) 207,SN000073 ; SN000168 ; SN002776
XV000145,tio,Ean toro hee amanam ta kaara.,,,You must give us a car.,,,Mah 13R 0201,SN000074
XV000146,tio,Eam na antee nom tea haihai amanam?,,,Can you help us?,,,Sia 01E(Joy) 152,SN000074 ; SN000129 ; SN000998
XV000147,tio,Mepaa ma vaagunaha amanam Teapu.,,,And it (the ship) came and dropped us off at Teop.,,,Sii 02R 252,SN000074
XV000148,tio,amaa sii taba vai to heehee amaraara ori ei,,,the things that they give us here,,,Vos 01R(Vos) 081,SN000075
XV000149,tio,"A amarao to kiikikira ri nana bona vahara beiko, ...",,,"It's the guardian who looks after the children, ...",,,San 03R 025,SN000076
XV000150,tio,E amarao toro tii vai me koa bona taba teve.,,,The guardian must have his payment. (lit. his thing).,,,Mah 02R 033,SN000076
XV000151,tio,Amarao na hee riori bono kara kuriri ge o mago.,,,The guardians are given either shell money or bats' teeth.,,,Mah 02R 038,SN000076 ; SN002363
XV000152,tio,e amarao vai to paa amarao ni ki vuan,,,the amarao that cared for you,,,Mah 02R 035,SN000077
XV000153,tio,Naa pasi vaasusu ameam tea paku kave.,,,I'll teach you how to make nets.,,,Sii 06RG 017,SN000078 ; SN003292 ; SN005475
XV000154,tio,"Me benam rake tea vaaporo ameam, ...",,,"And if we want to shoot you, ...",,,Mah 13R 0464,SN000078 ; SN005415
XV000155,tio,eori repaa vaaporo vamate ameam,,,they will shoot you dead,,,Mah 13E(Eno) 198,SN000078 ; SN005418
XV000156,tio,"A Amerika saka vaanomaa haa roho bene ere Mark Mahaka bo Simon Rigamu ae a vuu tom sinana teve, ...",,,"The Americans first did not send Mark Mahaka and Simon Rigamu with his family, ...",,,Sii Ond 01W 155,SN000079 ; SN000455 ; SN005366
XV000157,tio,Enam pasi haihai amevuam.,,,We will help you.,,,Sia 01E(Joy) 157 / Sia 01R 221,SN000080
XV000158,tio,"O amisina o paru. O amisina na tei rori rasuu, eori mee na hiri rori tea subui vaa komana overe.",,,"The amisina ants are black. The ants stay in the jungle, they also crawl in the weeds inside the coconut plantation.",,,Sii 33W 001-003,SN000081
XV000159,tio,"Na popo rori tea maa pesupaava vai to hovu kahi roho ori tea kavuraa bara tea maa nou to unuunu riori, ore paa popo teebona.",,,"They (the black ants) live in the fibrous coconut husk that had fallen off when the coconuts were husked for copra, and (they live) in the rubbish that they collect in order to live there.",,,Sii 33W 004-007,SN000081
XV000160,tio,"O amisina o kotokoto vakamis, na mataa koana, beara vahae nio buut, are paa kiu teo hum vai to tei nana o amisina.",,,"The black ants are painful biters, it is good, when we put on boots when we work where amisina ants stay.",,,Sii 33W 008-010,SN000081 ; SN002228 ; SN005658
XV000161,tio,A amisina a kotokoto vakamisi.,,,The black ant is a painful biter.,,,Sir 01W 005,SN000081 ; SN002225
XV000162,tio,Eara saka antee haara tea kiu teo hum to tei rio amisina.,,,We cannot do any work in a place where black ants are.,,,Sir 01W 006,SN000081
XV000163,tio,A amoba vai pasi vahio vahau bona ta otei tea vuaba tea otei teve komana. A otei saka dao vira haa ni riori bona amoba.,,,"This widow will marry a man from her husband's clan. They don't often call the man an ""amoba"".",,,SiiSen 03W 007,SN000082
XV000164,tio,"Hovo komana inu, naa ne amuhu butara nao roho e guu.",,,"Go into the house, I´ll try to attract the pig.",,,Aro 15R 074,SN000083 ; SN002945
XV000165,tio,Goe ta baitono. Na amuhu bana koa nao vuan nanava.,,,Don´t listen. (He) just flattered you yesterday.,,,Aro 05R 083,SN000083 ; SN002874
XV000166,tio,Na amuamuhu bana koa nao roho vuan mepaa tei vahata vahaa ni ki mau vuan!,,,He flattered you and then treated you badly again!,,,Aro 05E(Eno) 080,SN000083
XV000167,tio,A babaaru an!,,,Stupid you are!,,,Aro 02R 030,SN000084
XV000168,tio,"""Peha pahi an, keara!""",,,"""You climb now, brother!""",,,Mom 01R 021,SN000084
XV000169,tio,"Momohu kona nia kave tabae tau paku an, a kave a beera ge a rutaa.",,,"First, (you need to) know what kind of net you are going to make, a large or a small net.",,,Naph 03W 003,SN000084 ; SN002143 ; SN002680
XV000170,tio,"Ei enam paa maake ki vue bene an, ha, ean tau vahio e.",,,"This is, we have chosen you for him, you are about to marry him.",,,Vos 01R(Vos) 322,SN000084 ; SN000451 ; SN000727 ; SN002322
XV000171,tio,"Bara, hio enei, an roho sa muu.",,,"Alright, sit here, eat some taro first.",,,Aro 08R 040,SN000085 ; SN002793 ; SN003936
XV000172,tio,"Me tea maamihu bon, tea tauravi, tea nubunubu na rake tea an iana, karivae nana.",,,"And every day, in the evening, in the morning, (she) wanted to eat fish, (she) was craving for fish.",,,Nah 02R 015-018,SN000085 ; SN001780 ; SN002326
XV000173,tio,Mepaa pute bana bona meha nihinae to ani e bona overe.,,,And again pulled out another tooth to eat the coconut with.,,,Aro 04E(Eno) 097,SN000085
XV000174,tio,Kavara na naono na sun ni rori bona ana.,,,All trees stand with the help of their roots.,,,Sii 17W 058,SN000086 ; SN004208
XV000175,tio,Enaa pasi sue nom amaa peha maa naono vai to ana taneo maari teo peana.,,,I'll mention some trees that grow roots starting from a branch.,,,Sii 17W 059,SN000087
XV000176,tio,Meha papana komana to ana taneo komana maana teo rom naono ore paa ana gunaha vo paana teo kasuana teebona to vakom vakikis maanae ore paa sun hiava maa.,,,There are others that grow roots starting from the trunk of the tree and then grow roots downwards into the ground where they get a strong foothold so that they stand up.,,,Sii 17W 063,SN000088 ; SN005852
XV000177,tio,"O ana overe, beo overe takara, ore paa mahaka. O ana nae o mataa tea vahogis teo suraa.",,,"The root of the coconut palm, when the coconut palm gets uprooted, it dries up. Its roots are good for stoking the fire.",,,Sii 16W 002-003,SN000089 ; SN005727
XV000178,tio,"Momohu eara na tagihu rara rasuu, eara repaa kasi amaa ana suva en to neba komana raara e.",,,"First we go into the forest, we dig out the suva roots where we plant them ourselves.",,,Hel 15E(Sha) 004-005,SN000090
XV000179,tio,"Benam kasi ana suva vakavara maa, enam repaa nao tahii.",,,"When we have finished digging out suva roots for us, we go to the sea.",,,Hel 15R 012-013,SN000090
XV000180,tio,"Enam re tasu, tasu, tasu varavuravu o ana suva, enam repaa peo mana ee komano vasu.",,,"We beat, beat, beat the suva roots into crumbs, and then we scatter them between the stones (lit. inside the stones).",,,Hel 15R 025-026,SN000090 ; SN003401 ; SN004746
XV000181,tio,Varavihi anaa!,,,Hide me!,,,Aro 02R 106,SN000091
XV000182,tio,"Ae sii otei, ean toro hee anaa a moon, enaa e keara momohu tean.",,,"Hey, boy, you must give me the girl, I am your first-born brother.",,,Vae 01R 199,SN000091
XV000183,tio,"Me nomanai, eori na haihai nom anaa tea pehapeha taem.",,,"And now today, they help me from time to time.",,,Iar 01R 412,SN000091 ; SN000998 ; SN003006 ; SN003383
XV000184,tio,O viakono o anaana petepete.,,,The viakono grows many roots one next to the other.,,,Sii 25W 073,SN000092 ; SN003421 ; SN006456
XV000185,tio,"A anahi sa iana beera vira haana, evehee be beera pete ore paa dao bari bona guhaguha. A anahi a nini mataa, na aniani ria tavaan. A tabaan teve o kasuana. A anahi a toon kakaavoo bara na maramara paru vasiihum koana. Na tei nana o buaku o kaku anahi, a peha na dao riori bona anahi suuna, a meha he na dao riori bona tahune. Beori o rutaa, na dao riori bona boroborosuna.",,,"The anahi mullet is not a very big fish, but when it becomes big, they call it guhaguha. The anahi mullet tastes good and is eaten by the people. Its food is sand. The mullet has a white back and is only a little bit grey. There are two kinds of mullets, one is called the anahi suuna (genuine mullet), the other one tahune (blue-tail mullet). When they are little, they are called boroborosuna.",,,Vaa 09W 010-018,SN000093
XV000186,tio,A anahi na gono kaakoo mi raara tea kave ae tea tahitahi. A bero amaa vuri eara repaa vurahe riori taena maa ruene ae tea maa hana taataana.,,,"The mullet is caught in the net and by spearing. Often, we find the mullet at the river mouths and in the places where one can walk during low tide.",,,Eno 11W 012-013,SN000093
XV000187,tio,"O iana to hanahana rori, eiei o iana to vavaavihi rori ei hoohoa, ponpon, a anahi ae a paroparoo.",,,"The fish that are caught in the net are those fish that travel, that is the hoohoa needlefish, the ponpon needlefish, the mullet, and the young trevally.",,,Eno 16W 025,SN000093 ; SN001012 ; SN001223 ; SN003283 ; SN003539 ; SN006360
XV000188,tio,"O anahuna eve o meho naono vaa rapana kasuana. Beo puhana vai o beera, ore paa puhana hopo bata nao paana naono anahuna.",,,"The anahuna is a tree growing near the beach. When the high tide is big, the water will go underneath the anahuna mangrove trees.",,,Sii 17W 069-070,SN000094
XV000189,tio,"O anahuna o bero peana kurus be pura teo peho hum, ore paa ana petepete bata. O anahuna na tei me nana bono sii taporohi nae o sii kakaavoo bara o sii vua nae o sii rutaa koa.",,,"The anahuna has very many branches while standing in one place, it grows roots continuously. The anahuna has little white blossoms and only little fruit.",,,Sii 17W 072-073,SN000094
XV000190,tio,"O anahuna na tei me nana bona sii aito vaa tea kamis komana. Bea koma raara kamis, are paa osi a pate anahuna, are paa buhahae ore huun are paa vaapurihi pete e bone ta tahii. Are paa posi vo tea kap are paa vaagagae bona aba to kamisi nana. A vaagaga vaa tea kamis komana vai a viipeha komana. O anahuna o naono o peesi kurus, a huun nae he a pereperee. Are goe ta vaarakaha nia maa naono vai to tei bata me nana bona maa aitoo. Beo marasin kavara maa, are gono komana amaa aitoo teara.",,,"The anahuna has healing substances for stomachache. When our stomach hurts, we pick a bunch of anahuna leaves and rub them in our hands so that they become juicy, then make them wet with a bit of saltwater. Then we squeeze it (the pulp) into a cup and give it the sick person to drink. This medication for stomachache is a pain killer. The anahuna is a very bitter plant. Its juice is green. We must not abandon the plants that contain healing substances. When the medicine is finished, we get our healing substances from the plants.",,,Sii 17W 074-081,SN000094
XV000191,tio,Meve paa kaokahi anam.,,,He left us.,,,Pur 02E(Eno) 132,SN000095 ; SN001634
XV000192,tio,E sinaman paa koa mau anam bona pidaa!,,,Your mother only poured us sweet potato water!,,,Aro 03R 036,SN000095 ; SN002024
XV000193,tio,amaa tabaan vai to anan mae toa,,,the food that the rooster had eaten,,,Pau 01R 033,SN000096 ; SN002348
XV000194,tio,Mepaa aveavete maa bona maa nihi rio aba to anan momohu ri roho e.,,,And (the giant) collected the teeth of the people that he had eaten before.,,,Aro 14E(Eno) 076-077,SN000096 ; SN000243 ; SN002973 ; SN003812
XV000195,tio,e guu a anan aba,,,a man-eating pig,,,Aro 15R 048,SN000096
XV000196,tio,a oraa bona vue he a anan aba,,,but this particular spirit was a cannibal,,,San 01E(Eno) 011,SN000097
XV000197,tio,"A vaan vaa rerau, kavu roho te guu a anan aba,",,,"The village there perished because of a man-eating pig,",,,Aro 15R 047,SN000097
XV000198,tio,"ore paa vaatei koa ki bene Toovarapiri bona sinoo na iana vai, to anan kahi riori bara o vasu komano hoi teve",,,then for Toovarapiri she put the bones of this fish that they had left over and stones into his basket,,,Nan 03E(Eno) 029-030,SN000098
XV000199,tio,"Meori paa - anda, nomaa teo vaagum, ...",,,"And they - sorry - came together, ...",,,Sii 06RG 159-160,SN000099
XV000200,tio,"O bius vai ei, anda, o hagi vai ei ...",,,"This ""bius"", sorry, this dance ...",,,Daa 02R 052,SN000099
XV000201,tio,"me vaatei bono hiihii, hiruu, aneana ae tahii",,,"and added ginger and hiruu herbs, onions and salt",,,Skae 01W 138,SN000100
XV000202,tio,"""Are voosu, are no nahu, are ani.""",,,"""Let's go home, let's go and cook and eat.""",,,Nan 03E(Eno) 067,SN000101
XV000203,tio,"A gomoro na ani nana bono kasuana, evehee na gaga batana bono tahii mee.",,,The gomoro mullet eats the sand and also drinks saltwater.,,,Sii 11W 107,SN000101 ; SN000781 ; SN001809 ; SN004441
XV000204,tio,"A taovu a iana a mataa tea ani, na aniani rori ta vaan.",,,"The sailfish is a good fish to eat, the people eat it.",,,Vaa 09W 381,SN000101
XV000205,tio,amaa tabaan to an kahi riori,,,the food that they have left,,,Sha 01RG 050,SN000102
XV000206,tio,"""... ae a nihiman to an overe ni nae?""",,,"""... and it was your tooth that she used for eating coconut flesh?"" (a witch had pulled out a woman's tooth)",,,Aro 04R 126,SN000103
XV000207,tio,"Goe ta ani nia kuriman, ani nia sipunu tean.",,,"Don't eat with your hand, eat with your spoon.",,,SaoSen 01W 004,SN000103
XV000208,tio,"Teara ei rapana kasuana, o kara koremana na ani paapao ni raara.",,,"As for us here along the coast, we eat the koremana vine as a vegetable.",,,Sii 39W 029,SN000104
XV000209,tio,O vahara beiko na an vahata bono vua riiroo mea komariori paa kamis rakaha.,,,"The children ate the riiroo fruit which did not do them good, and their stomachs hurt very much.",,,Jan 01W 092,SN000105
XV000210,tio,O bero to paa ani vahatau bona tabaan te kakaavoo.,,,"Many of them ate the white man's food, but it did not do them well.",,,Sii Ond 01W 142,SN000105
XV000211,tio,A meha papana na ani vakamis komana ni rori bari.,,,Others get sick from eating them. (i.e. Cradle Donax Clams).,,,Sii 45W(Joy) 027,SN000106
XV000212,tio,A tabae to paa ani vamahumahun ni mau a beiko?,,,What did the child eat so that he/she is full?,,,Jub 01W 025,SN000107
XV000213,tio,tabae eve koa kou to ani vamahun ni maa nae.,,,because it (sugarcane) was (the only thing) that he could eat to his fill.,,,Nan 03E(Eno) 023,SN000108
XV000214,tio,"Be gonono, ean paa vaatei amaa meha maa taba, aniana, tamato, kapisikum, saoro tea vaanini mataa bona nahu toa tean.",,,"When the water is boiling, you add some other things, (like) onions, tomatoes, capsicum, and salt to make your chicken pot taste nice.",,,Joy 02W 015-016,SN000109 ; SN000908 ; SN001682 ; SN003956 ; SN004538 ; SN005363
XV000215,tio,A ketepe na aniani ria tavaan.,,,The Threadfin Butterflyfish is eaten by the people.,,,Vaa 09W 175,SN000110 ; SN004805
XV000216,tio,"Na aniani nana bono vahara iana, katoo bara na kori batana bono vasu.",,,"It (the misimisi pufferfish) feeds on little fish and crabs, and it gnaws on the stones.",,,Jub 02W 043,SN000110 ; SN002196
XV000217,tio,Na aniani ria tavaan.,,,It (the fish) is eaten by the people.,,,Jub 02W 044,SN000110
XV000218,tio,A manebahu mee a aniani.,,,"Also, the manebahu is edible.",,,Sii 42W 054,SN000111
XV000219,tio,a oraa to aniani aba,,,a spirit who ate people,,,San 01R 019,SN000112 ; SN003093
XV000220,tio,A meha a beera sana to aniani aba nana.,,,There is a very big one that eats human beings. (i.e. a kind of shark),,,Sii 46W 146,SN000112
XV000221,tio,A aba aniani aba rau.,,,This person is a man-eater. (lit. a person eating persons (is) this),,,Nah 02R 066,SN000112
XV000222,tio,O oteote a taba aniani aba.,,,The crocodile is a man-eating animal.,,,Sii 44W 001,SN000112 ; SN003137 ; SN004335 ; SN004338
XV000223,tio,E roosuu a aniani aba.,,,The giant is a cannibal.,,,SiiSen 01W 576,SN000112
XV000224,tio,O oteote o aniani guu bara o aniani aba mee.,,,The crocodiles are pig eaters and also eat people.,,,Sii 29W 001,SN000112
XV000225,tio,ae a inu vai to rake maa roho anie,,,and the house you had wanted (lit. and the house that you had wanted it),,,Pur 02R(Pur) 152,SN000113
XV000226,tio,Beve mahaka ean paa anie.,,,"When it is done, you eat it.",,,Sii 45W(Joy) 017,SN000114
XV000227,tio,"Beara dee voosu maa amaa iana, are paa ma anie.",,,"When we bring the fish home, we eat them.",,,Sii 06E(Joy) 099-100,SN000114 ; SN000688
XV000228,tio,"Enam ei to tei nom tahii, enam na dao nom a paapao vai bono kaburu, vahiava he na dao riori bono anii.",,,"We here who live at the coast, we call this vegetable ""kaburu"", but in the mountains they call it ""anii"".",,,SiiSen 03W 008,SN000115
XV000229,tio,A animano a katoo a beera bara a nin mataa kurus.,,,An animano is a big and very tasty crab.,,,NaphSen 02W 079,SN000116
XV000230,tio,O aniva na bunbun sinivi ni riori.,,,Black charcoal is used for painting canoes.,,,Ond 01W 006,SN000117 ; SN000604 ; SN000605
XV000231,tio,"Beo suraa mutee, ean re gonogono a mata aniva.",,,"When the fire is out, you get some pieces of black charcoal",,,Sii 17W 030,SN000117
XV000232,tio,"O sinivi vai o bun one bara aniva, o sinivi bona o sipoana.",,,"The canoe (that is) painted with clay and charcoal, this canoe is blessed.",,,Sii 17W 039-040,SN000117 ; SN000545 ; SN000603 ; SN003039 ; SN004052
